id,CH,CH_traditional,Pinyin,POS,EN,CH_Sentence,EN_Sentence,media
7247,认清,認清,rènqīng,verb,"see clearly, recognize, realize",你必须<b>认清</b>当前的形势。,You must <b>see</b> the current situation <b>clearly</b>.,
7248,出炉,出爐,chūlú,verb,"come out of the oven, newly released",面包刚刚<b>出炉</b>，非常香。,The bread just <b>came out of the oven</b> and smells great.,
7249,期许,期許,qíxǔ,verb,"hope, expect",父母对孩子有很高的**期许**。,Parents have high **expectations** for their children.,
7250,子弹,子彈,zǐdàn,noun,"bullet, cartridge",士兵把**子弹**装进枪里。,The soldier loaded the **bullets** into the gun.,
7251,尝试,嘗試,chángshì,verb,"try, attempt",我想**尝试**一下新的菜色。,I want to **try** a new dish.,
7252,回流,回流,huíliú,verb,"flow back, return",这种投资会导致资金**回流**。,This type of investment will lead to a **flow back** of capital.,
7253,大肆,大肆,dàsì,adv,"wantonly, without restraint",他们**大肆**宣扬这个假消息。,They **wantonly** spread this fake news.,
7254,公演,公演,gōngyǎn,verb,"perform in public, premiere",这出话剧将在下周**公演**。,This play will be **performed in public** next week.,
7255,不慎,不慎,búshèn,adj,"incautious, careless",他由于用火**不慎**引起了火灾。,He caused a fire due to **incautious** use of fire.,
7256,外长,外長,wàizhǎng,noun,foreign minister,两国**外长**举行了会谈。,The **foreign ministers** of the two countries held talks.,
7257,水电,水電,shuǐdiàn,noun,"water and electricity, hydropower",房租里已经包含了**水电**费。,The rent already includes **water and electricity** fees.,
7258,心脏病,心臟病,xīnzàngbìng,noun,heart disease,医生建议他预防**心脏病**。,The doctor advised him to prevent **heart disease**.,
7259,巴格达,巴格達,bāgédá,noun,Baghdad,他正在前往**巴格达**的路上。,He is on his way to **Baghdad**.,
7260,小贩,小販,xiǎofàn,noun,"vendor, peddler",街头到处都是卖水果的**小贩**。,There are fruit **vendors** everywhere on the street.,
7261,公认,公認,gōngrèn,verb,"acknowledge, recognize",他是**公认**的优秀教师。,He is a widely **recognized** excellent teacher.,
7262,瀑布,瀑布,pùbù,noun,"waterfall, falls",这里的**瀑布**非常壮观。,The **waterfall** here is very magnificent.,
7263,女郎,女郎,nǚláng,noun,"young lady, girl",画报上印着一个摩登**女郎**。,A modern **young lady** is printed on the pictorial.,
7264,意涵,意涵,yìhán,noun,"meaning, connotation",这首诗蕴含着深刻的文化**意涵**。,This poem contains profound cultural **connotations**.,
7265,须要,須要,xūyào,verb,"must, have to",处理这件事**须要**格外小心。,One **must** be extra careful when dealing with this matter.,
7266,复兴,復興,fùxīng,verb,"revive, rejuvenate",政府致力于民族**复兴**。,The government is committed to national **rejuvenation**.,
7267,禁,禁,jìn,verb,"prohibit, ban",法律严**禁**酒后驾车。,The law strictly **prohibits** drunk driving.,
7268,遇见,遇見,yùjiàn,verb,"meet, encounter",我在超市偶然**遇见**了老朋友。,I accidentally **met** an old friend at the supermarket.,
7269,解说,解說,jiěshuō,verb,"explain, interpret",导游正在为游客<b>解说</b>景点的历史。,The guide is <b>explaining</b> the history of the scenic spot to the tourists.,
7270,照射,照射,zhàoshè,verb,"shine on, illuminate",阳光**照射**在波光粼粼的海面上。,The sunlight **shines on** the shimmering sea.,
7271,景物,景物,jǐngwù,noun,"scenery, landscape",窗外的**景物**随着列车移动而变化。,The **scenery** outside the window changes as the train moves.,
7272,量,量,liáng,verb,"measure, estimate",裁缝仔细地为他**量**了身长。,The tailor carefully **measured** his height.,
7273,发泄,發洩,fāxiè,verb,"vent, release",他通过长跑来**发泄**内心的压力。,He **vents** his inner stress through long-distance running.,
7274,衔接,銜接,xiánjiē,verb,"link up, connect",新旧课程的**衔接**非常重要。,The **linking** of the new and old courses is very important.,
7275,干员,幹員,gànyuán,noun,"capable official, elite personnel",警方调派精锐**干员**参与侦办。,The police dispatched elite **personnel** to participate in the investigation.,
7276,顺,順,shùn,adj,"smooth, in order",既然路很**顺**，我们就早点出发。,"Since the road is **smooth**, we'll set off early.",
7277,开阔,開闊,kāikuò,adj,"open, spacious",登上山顶后，视野变得非常**开阔**。,"After reaching the summit, the view became very **open**.",
7278,质询,質詢,zhíxún,verb,"question, query",在野党议员对首相进行了**质询**。,Opposition lawmakers **questioned** the prime minister.,
7279,热络,熱絡,rèluò,adj,"warm, friendly",邻居们在聚会上聊得非常**热络**。,The neighbors chatted very **warmly** at the party.,
7280,选取,選取,xuǎnqǔ,verb,"select, choose",请在这些样本中**选取**你最喜欢的。,Please **select** your favorite from these samples.,
7281,图画,圖畫,túhuà,noun,"picture, painting",墙上挂满了孩子们创作的**图画**。,The walls were covered with **pictures** created by children.,
7282,盘旋,盤旋,pánxuán,verb,"circle, hover",飞机在机场上空**盘旋**等待降落。,The plane **circled** over the airport waiting to land.,
7283,余地,餘地,yúdì,noun,"leeway, room",这件事的处理方式还有商量的**余地**。,There is still **room** for negotiation in the handling of this matter.,
7284,鱼塭,魚塭,yúwēn,noun,fishpond,这里的**鱼塭**主要养殖虱目鱼。,These **fishponds** mainly raise milkfish.,
7285,感恩,感恩,gǎn'ēn,verb,"be grateful, thankful",我们要学会**感恩**父母。,We should learn to be **grateful** to our parents.,
7286,鸡蛋,雞蛋,jīdàn,noun,"egg, hen's egg",妈妈每天早晨给我煮一个**鸡蛋**。,My mom boils an **egg** for me every morning.,
7287,摊位,攤位,tānwèi,noun,"stall, booth",夜市里有很多卖小吃的**摊位**。,There are many snack **stalls** in the night market.,
7288,嚼,嚼,jiáo,verb,"chew, munch",吃饭时应该细心**嚼**碎。,You should **chew** your food carefully when eating.,
7289,惊喜,驚喜,jīngxǐ,noun,pleasant surprise,这个消息对他来说是一个巨大的<b>惊喜</b>。,This news was a huge <b>pleasant surprise</b> to him.,
7290,杂货店,雜貨店,záhuòdiàn,noun,"grocery store, general store",我去街角的<b>杂货店</b>买些水果。,I'm going to the <b>grocery store</b> on the corner to buy some fruit.,
7291,法律系,法律系,fǎlǜxì,noun,"law department, faculty of law",他在大学的<b>法律系</b>学习。,He studies at the university's <b>law department</b>.,
7292,键盘,鍵盤,jiànpán,noun,keyboard,这台电脑的<b>键盘</b>很好用。,This computer's <b>keyboard</b> is very easy to use.,
7293,偶而,偶而,ǒu'ér,adv,"occasionally, once in a while",我<b>偶而</b>会去那家咖啡馆。,I <b>occasionally</b> go to that cafe.,
7294,虔诚,虔誠,qiánchéng,adj,"pious, devout",他是一个非常<b>虔诚</b>的信徒。,He is a very <b>devout</b> believer.,
7295,偶然,偶然,ǒurán,adj,"accidental, fortuitous",这只是一个<b>偶然</b>的巧合。,This is just an <b>accidental</b> coincidence.,
7296,脉络,脈絡,màiluò,noun,"sequence of ideas, context",这篇文章的<b>脉络</b>非常清晰。,The <b>sequence of ideas</b> in this article is very clear.,
7297,耗费,耗費,hàofèi,verb,"to consume, to expend",这项工程<b>耗费</b>了大量的人力物力。,This project <b>consumed</b> a lot of manpower and material resources.,
7298,抗原,抗原,kàngyuán,noun,antigen,医生在检查血液中的<b>抗原</b>。,The doctor is checking for <b>antigens</b> in the blood.,
7299,效用,效用,xiàoyòng,noun,"utility, effectiveness",这种新药的<b>效用</b>还需要进一步观察。,The <b>effectiveness</b> of this new medicine still needs further observation.,
7300,婚礼,婚禮,hūnlǐ,noun,"wedding, wedding ceremony",他们举办了一场盛大的<b>婚礼</b>。,They held a grand <b>wedding ceremony</b>.,
7301,起,起,qǐ,verb,"rise, lift, start",太阳从东方升<b>起</b>。,The sun <b>rises</b> in the east.,
7302,时髦,時髦,shímáo,adj,"fashionable, stylish",她穿了一件非常<b>时髦</b>的外套。,She is wearing a very <b>fashionable</b> coat.,
7303,情调,情調,qíngdiào,noun,"sentiment, atmosphere",这家餐厅非常有浪漫<b>情调</b>。,This restaurant has a very romantic <b>atmosphere</b>.,
7304,系数,係數,xìshù,noun,"coefficient, factor",在这个公式中，安全<b>系数</b>是关键。,"In this formula, the safety <b>coefficient</b> is the key.",
7305,这里,這裏,zhèlǐ,pron,here,<b>这里</b>的环境非常幽静。,The environment <b>here</b> is very quiet.,
7306,拍卖,拍賣,pāimài,noun,auction,这件古董在<b>拍卖</b>中卖出了高价。,This antique sold for a high price at <b>auction</b>.,
7307,盛况,盛況,shèngkuàng,noun,"grand occasion, spectacular event",许多人聚集在一起观看节日的<b>盛况</b>。,Many people gathered to watch the <b>spectacular event</b> of the festival.,
7308,混淆,混淆,hǔnyáo,verb,"to confuse, to mix up",不要把这两个不同的概念<b>混淆</b>了。,Don't <b>confuse</b> these two different concepts.,
7309,国手,國手,guóshǒu,noun,"national player, top-ranking player",他曾是一名乒乓球<b>国手</b>。,He used to be a <b>national player</b> in table tennis.,
7310,窄,窄,zhǎi,adj,"narrow, cramped",巷子很<b>窄</b>。,The alley is very <b>narrow</b>.,
7311,神仙,神仙,shénxiān,noun,"immortal, supernatural being",传说山上住着<b>神仙</b>。,Legend has it that <b>immortals</b> live on the mountain.,
7312,时效,時效,shíxiào,noun,"effectiveness, period of validity",这份法律文件已经过了<b>时效</b>。,This legal document has passed its <b>period of effectiveness</b>.,
7313,顶多,頂多,dǐngduō,adv,"at most, at best",我看他<b>顶多</b>也就二十岁。,I reckon he is <b>at most</b> twenty years old.,
7314,连锁,連鎖,liánsuǒ,adj,"chain, interlinked",这家<b>连锁</b>店在全国都有分店。,This <b>chain</b> store has branches all over the country.,
7315,疼,疼,téng,verb,"ache, pain, sore",跑完步后我的腿很<b>疼</b>。,My legs <b>ache</b> after running.,
7316,依循,依循,yīxún,verb,"follow, abide by",我们应该<b>依循</b>公司的规章制度。,We should <b>follow</b> the company's rules and regulations.,
7317,任用,任用,rènyòng,verb,"appoint, assign",经理决定<b>任用</b>他担任这个职位。,The manager decided to <b>appoint</b> him to this position.,
7318,沉重,沉重,chénzhòng,adj,"heavy, serious, burdensome",他听了这个消息后心情很<b>沉重</b>。,His heart felt very <b>heavy</b> after hearing the news.,
7319,来不及,來不及,láibùjí,verb,"not enough time, be too late",电影快开始了，恐怕<b>来不及</b>吃晚饭了。,The movie is starting soon; I'm afraid there's <b>not enough time</b> for dinner.,
7320,字眼,字眼,zìyǎn,noun,"wording, diction, words",他在合同中使用了非常严谨的<b>字眼</b>。,He used very precise <b>wording</b> in the contract.,
7321,作曲家,作曲家,zuòqǔjiā,noun,composer,贝多芬是世界上最伟大的<b>作曲家</b>之一。,Beethoven is one of the world's greatest <b>composers</b>.,
7322,自强,自強,zìqiáng,verb,"strive to improve oneself, self-strengthening",只有不断<b>自强</b>，才能在竞争中获胜。,Only by constantly <b>striving to improve oneself</b> can one win in a competition.,
7323,盯,盯,dīng,verb,"stare at, gaze at",不要一直<b>盯</b>着别人看。,Don't keep <b>staring at</b> other people.,
7324,前辈,前輩,qiánbèi,noun,"senior, elder, older generation",这里的<b>前辈</b>们给了我很多宝贵的建议。,The <b>seniors</b> here gave me a lot of valuable advice.,
7325,疫苗,疫苗,yìmiáo,noun,vaccine,孩子们需要定期接种<b>疫苗</b>。,Children need to be <b>vaccinated</b> regularly.,
7326,疲倦,疲倦,píjuàn,adj,"tired, weary, fatigued",经过一整天的工作，他感到非常<b>疲倦</b>。,"After a full day of work, he felt very <b>tired</b>.",
7327,巷,巷,xiàng,noun,"lane, alley",我家住在一条窄窄的小<b>巷</b>里。,I live in a narrow little <b>lane</b>.,
7328,服,服,fú,verb,"take (medicine), serve",这种药请在饭后<b>服</b>用。,Please <b>take</b> this medicine after meals.,
7329,政客,政客,zhèngkè,noun,"politician, politico",许多<b>政客</b>为了选票不择手段。,Many <b>politicians</b> use any means possible to get votes.,
7330,版权,版權,bǎnquán,noun,copyright,这本书的<b>版权</b>归作者所有。,The <b>copyright</b> for this book belongs to the author.,
7331,服气,服氣,fúqì,verb,"be convinced, accept",虽然他输了，但他并不<b>服气</b>。,"Although he lost, he was not <b>convinced</b>.",
7332,服药,服藥,fúyào,verb,take medicine,请在饭后半小时<b>服药</b>。,Please <b>take medicine</b> half an hour after meals.,
7333,争夺,爭奪,zhēngduó,verb,"fight for, contend for",两支球队正在<b>争夺</b>冠军。,The two teams are <b>contending for</b> the championship.,
7334,病例,病例,bìnglì,noun,case (of illness),医院今天报告了五例新<b>病例</b>。,The hospital reported five new <b>cases</b> today.,
7335,信件,信件,xìnjiàn,noun,"mail, letters, correspondence",他每天都要处理大量的<b>信件</b>。,He has to deal with a large amount of <b>mail</b> every day.,
7336,票价,票價,piàojià,noun,"ticket price, admission fee",电影票的<b>票价</b>涨了。,The <b>ticket price</b> for movies has gone up.,
7337,长短,長短,chángduǎn,noun,"length, size",这根绳子的<b>长短</b>正好。,The <b>length</b> of this rope is just right.,
7338,座位,座位,zuòwèi,noun,"seat, place to sit",请在您的<b>座位</b>上坐好。,Please stay in your <b>seat</b>.,
7339,上去,上去,shàngqù,verb,go up,我们爬<b>上去</b>看日落吧。,Let's climb <b>up</b> to watch the sunset.,
7340,预先,預先,yùxiān,adv,"in advance, beforehand",你应该<b>预先</b>通知我。,You should have notified me <b>in advance</b>.,
7341,实话,實話,shíhuà,noun,"truth, true statement",说<b>实话</b>，我并不喜欢这件衣服。,"To tell the <b>truth</b>, I don't really like this dress.",
7342,县委,縣委,xiànwěi,noun,county Party committee,他在<b>县委</b>办公室工作。,He works in the office of the <b>county Party committee</b>.,
7343,北区,北區,běiqū,noun,"northern area, north district",这家新超市位于城市的<b>北区</b>。,The new supermarket is located in the <b>northern area</b> of the city.,
