id,Lemma,POS,PL_full,PL,EN,PL_sentence,EN_sentence,media
6097,środek,NOUN,środek,środek,"means, remedy, resource",To bardzo skuteczny <b>środek</b> na ból głowy.,This is a very effective <b>remedy</b> for a headache.,
6098,tuż obok,PHRASE,tuż obok,tuż obok,"right next to, close by",Mieszkam <b>tuż obok</b> piekarni.,I live <b>right next to</b> the bakery.,
6099,blisko,ADV,blisko,blisko,"close, near",Szkoła znajduje się bardzo <b>blisko</b>.,The school is located very <b>near</b>.,
6100,głęboko,ADV,głęboko,głęboko,"deeply, deep",Wrak statku spoczywa <b>głęboko</b> na dnie morza.,The shipwreck lies <b>deep</b> on the seabed.,
6101,dystans,NOUN,dystans,dystans,"distance, gap",Musimy utrzymać bezpieczny <b>dystans</b> od innych aut.,We must maintain a safe <b>distance</b> from other cars.,
6102,odległy,ADJ,odległy,odległy,"distant, remote",Podróżowaliśmy do <b>odległych</b> zakątków świata.,We traveled to <b>distant</b> corners of the world.,
6103,na odległość kilometra,PHRASE,na odległość kilometra,na odległość kilometra,"a kilometer away, for a kilometer",Wieża jest widoczna <b>na odległość kilometra</b>.,The tower is visible <b>a kilometer away</b>.,
6104,kawał drogi stąd,PHRASE,kawał drogi stąd,kawał drogi stąd,"a long way off, a good way off",Jezioro znajduje się <b>kawał drogi stąd</b>.,The lake is <b>a long way off</b> from here.,
6105,tu,ADV,tu,tu,here,Połóż swoje klucze <b>tu</b> na stole.,Put your keys <b>here</b> on the table.,
6106,lokalizacja,NOUN,lokalizacja,lokalizacja,"location, site",To doskonała <b>lokalizacja</b> na naszą nową firmę.,This is an excellent <b>location</b> for our new company.,
6107,nisko,ADV,nisko,nisko,low,Słońce świeci dziś bardzo <b>nisko</b> nad horyzontem.,The sun is shining very <b>low</b> over the horizon today.,
6108,pobliski,ADJ,pobliski,pobliski,"nearby, local",Często robimy zakupy w <b>pobliskim</b> sklepie.,We often shop at a <b>nearby</b> store.,
6109,okolica,NOUN,okolica,okolica,"neighborhood, vicinity",Mieszkam w bardzo spokojnej <b>okolicy</b>.,I live in a very quiet <b>neighborhood</b>.,
6110,sąsiedni,ADJ,sąsiedni,sąsiedni,"neighboring, adjacent",Mój brat mieszka w <b>sąsiednim</b> budynku.,My brother lives in the <b>neighboring</b> building.,
6111,niedaleko,ADV,niedaleko,niedaleko,"not far, nearby",Przystanek autobusowy jest <b>niedaleko</b> stąd.,The bus stop is <b>not far</b> from here.,
6112,na lewo,PHRASE,na lewo,na lewo,"to the left, on the left",Na skrzyżowaniu skręć <b>na lewo</b>.,Turn <b>to the left</b> at the intersection.,
6113,naprzeciwko,PREP,naprzeciwko,naprzeciwko,"opposite, across from",Kino znajduje się <b>naprzeciwko</b> dworca.,The cinema is located <b>opposite</b> the station.,
6114,nad,PREP,nad,nad,"over, above",Lampa wisi <b>nad</b> stołem w kuchni.,The lamp hangs <b>over</b> the table in the kitchen.,
6115,nad,PREP,nad,nad,"by, at (the water)",Spędziliśmy całe lato <b>nad</b> morzem.,We spent the whole summer <b>by</b> the sea.,
6116,prawy,ADJ,prawy,prawy,right,Podnieś swoją <b>prawą</b> rękę do góry.,Raise your <b>right</b> hand up.,
6117,przestrzeń,NOUN,przestrzeń,przestrzeń,"space, area",Potrzebujemy więcej wolnej <b>przestrzeni</b> w biurze.,We need more free <b>space</b> in the office.,
6118,o szerokości dwóch kilometrów,PHRASE,o szerokości dwóch kilometrów,o szerokości dwóch kilometrów,"two kilometers across, two kilometers wide",To jezioro jest <b>o szerokości dwóch kilometrów</b>.,This lake is <b>two kilometers across</b>.,
6119,wszędzie dookoła,PHRASE,wszędzie dookoła,wszędzie dookoła,"all around, everywhere around",<b>Wszędzie dookoła</b> widać było tylko góry.,<b>All around</b> there were only mountains to be seen.,
6120,w pobliżu granicy z Kanadą,PHRASE,w pobliżu granicy z Kanadą,w pobliżu granicy z Kanadą,near the border with Canada,Mieszkamy <b>w pobliżu granicy z Kanadą</b>.,We live <b>near the border with Canada</b>.,
6121,szerszy o metr,PHRASE,szerszy o metr,szerszy o metr,"a meter wider, broader by a meter",Ten stół jest <b>szerszy o metr</b> od poprzedniego.,This table is <b>a meter wider</b> than the previous one.,
6122,pół mili od morza,PHRASE,pół mili od morza,pół mili od morza,half a mile from the sea,Nasza wieś leży zaledwie <b>pół mili od morza</b>.,Our village lies just <b>half a mile from the sea</b>.,
6123,na prawym brzegu,PHRASE,na prawym brzegu,na prawym brzegu,on the right bank,Zamek znajduje się <b>na prawym brzegu</b> rzeki.,The castle is located <b>on the right bank</b> of the river.,
6124,dwa kroki szerokości,PHRASE,dwa kroki szerokości,dwa kroki szerokości,"two paces wide, two paces broad",Korytarz miał zaledwie <b>dwa kroki szerokości</b>.,The passage was only <b>two paces wide</b>.,
6125,odmierzać krokami,VERB,odmierzać krokami,odmierzać krokami,"to pace out, measure with steps",Dziewczyna dokładnie <b>odmierzyła odległość krokami</b>.,The girl carefully <b>paced out the distance</b>.,
6126,przez,PREP,przez,przez,"across, through",Przeszliśmy <b>przez</b> ulicę na drugą stronę.,We walked <b>across</b> the street to the other side.,
6127,wzdłuż,PREP,wzdłuż,wzdłuż,"along, lengthways",Szliśmy <b>wzdłuż</b> brzegu rzeki przez całe popołudnie.,We walked <b>along</b> the riverbank all afternoon.,
6128,zbliżać się,VERB,zbliżać się,zbliżać się,"to approach, get closer",Pociąg zaczął powoli <b>zbliżać się</b> do stacji.,The train began to slowly <b>approach</b> the station.,
6129,za rogiem,PHRASE,za rogiem,za rogiem,around the corner,Najbliższa apteka znajduje się tuż <b>za rogiem</b>.,The nearest pharmacy is just <b>around the corner</b>.,
6130,na drugim końcu,PHRASE,na drugim końcu,na drugim końcu,"at the far end, at the other end",On mieszka <b>na drugim końcu</b> miasta.,He lives <b>at the other end</b> of the city.,
6131,po drugiej stronie,PHRASE,po drugiej stronie,po drugiej stronie,"on the other side, across",Sklep znajduje się <b>po drugiej stronie</b> ulicy.,The shop is <b>on the other side</b> of the street.,
6132,kurs,NOUN,kurs,kurs,"course, class",Zapisałem się na <b>kurs</b> języka polskiego.,I signed up for a Polish language <b>course</b>.,
6133,kurs,NOUN,kurs,kurs,exchange rate,Jaki jest dzisiejszy <b>kurs</b> dolara?,What is today's dollar <b>exchange rate</b>?,
6134,na krzyż,ADV,na krzyż,na krzyż,"crosswise, in a cross",Ułóż te deski <b>na krzyż</b> na ziemi.,Lay these boards <b>crosswise</b> on the ground.,
6135,kierunek,NOUN,kierunek,kierunek,direction,W którym <b>kierunku</b> powinniśmy teraz iść?,In which <b>direction</b> should we go now?,
6136,w dół,ADV,w dół,w dół,"down, downwards",Spójrz <b>w dół</b> na dolinę rozciągającą się pod nami.,Look <b>down</b> at the valley stretching below us.,
6137,wschód,NOUN,wschód,wschód,east,Słońce wstaje na <b>wschodzie</b>.,The sun rises in the <b>east</b>.,
6138,wschód,NOUN,wschód,wschód,sunrise,Lubię oglądać <b>wschód</b> słońca o poranku.,I like to watch the <b>sunrise</b> in the morning.,
6139,do przodu,PHRASE,do przodu,do przodu,"forward, ahead",Zrób dwa kroki <b>do przodu</b>.,Take two steps <b>forward</b>.,
6140,z,PREP,z,z,"from, out of",On pochodzi <b>z</b> Polski.,He comes <b>from</b> Poland.,
6141,pośrodku,ADV,pośrodku,pośrodku,"in the middle, in between",Stół stoi <b>pośrodku</b> pokoju.,The table stands <b>in the middle</b> of the room.,
6142,znać drogę,PHRASE,znać drogę,znać drogę,to know the way,"Nie martw się, dobrze <b>znam drogę</b> do domu.","Don't worry, I <b>know the way</b> home well.",
6143,punkt orientacyjny,NOUN,punkt orientacyjny,punkt orientacyjny,landmark,Wieża Eiffla to najbardziej znany <b>punkt orientacyjny</b> Paryża.,The Eiffel Tower is the most famous <b>landmark</b> in Paris.,
6144,zgubić drogę,PHRASE,zgubić drogę,zgubić drogę,"to lose one's way, to get lost",Bardzo łatwo jest <b>zgubić drogę</b> w tym lesie.,It is very easy to <b>lose the way</b> in this forest.,
6145,na północ,PHRASE,na północ,na północ,"northward, to the north",Musimy jechać dalej <b>na północ</b>.,We need to drive further <b>northward</b>.,
6146,po lewej,PHRASE,po lewej,po lewej,on the left,Bank znajduje się <b>po lewej</b> stronie ulicy.,The bank is located <b>on the left</b> side of the street.,
6147,po prawej,PHRASE,po prawej,po prawej,on the right,Twoja szkoła jest zaraz <b>po prawej</b>.,Your school is just <b>on the right</b>.,
6148,mijać,VERB,mijać,mijać,"to pass, to pass by",Codziennie <b>mijam</b> ten stary kościół w drodze do pracy.,I <b>pass</b> this old church every day on my way to work.,
6149,prowadzący na południe,ADJ,prowadzący na południe,prowadzący na południe,southbound,Wjechaliśmy na pas <b>prowadzący na południe</b>.,We entered the <b>southbound</b> lane.,
6150,południowy,ADJ,południowy,południowy,"southern, southerly",Włochy to kraj <b>południowy</b>.,Italy is a <b>southern</b> country.,
6151,na południe,PHRASE,na południe,na południe,"southward, to the south",Zimą wiele ptaków odlatuje <b>na południe</b>.,"In winter, many birds fly <b>southward</b>.",
6152,wszerz,ADV,wszerz,wszerz,"widthways, across",Przeciął kawałek materiału <b>wszerz</b>.,He cut the piece of fabric <b>widthways</b>.,
6153,przyspieszać,VERB,przyspieszać,przyspieszać,"to accelerate, to speed up",Samochód zaczął gwałtownie <b>przyspieszać</b>.,The car started to <b>accelerate</b> rapidly.,
6154,przy pełnej prędkości,PHRASE,przy pełnej prędkości,przy pełnej prędkości,at full speed,Samochód uderzył w ścianę <b>przy pełnej prędkości</b>.,The car hit the wall <b>at full speed</b>.,
6155,schylać się,VERB,schylać się,schylać się,to bend down,"Muszę <b>schylać się</b>, żeby przejść przez te niskie drzwi.",I have to <b>bend down</b> to go through this low door.,
6156,nachylać się,VERB,nachylać się,nachylać się,"to bend over, to lean over",Nie <b>nachylaj się</b> tak nisko nad barierka.,Don't <b>bend over</b> so low over the railing.,
6157,zahamować,VERB,zahamować,zahamować,"to brake, to stop",Kierowca musiał gwałtownie <b>zahamować</b> przed przeszkodą.,The driver had to <b>brake</b> suddenly in front of the obstacle.,
6158,zmniejszać prędkość,PHRASE,zmniejszać prędkość,zmniejszać prędkość,"to slow down, to decelerate",Kierowca zaczął <b>zmniejszać prędkość</b> przed zakrętem.,The driver started <b>to slow down</b> before the turn.,
6159,cel,NOUN,cel,cel,"destination, target, goal",Nasz <b>cel</b> podróży jest już blisko.,Our <b>destination</b> is already close.,
6160,opieszały,ADJ,opieszały,opieszały,"sluggish, slow, dilatory",Urzędnik był wyjątkowo <b>opieszały</b> w załatwianiu spraw.,The official was exceptionally <b>sluggish</b> in handling the matters.,
6161,zawrotna prędkość,PHRASE,zawrotna prędkość,zawrotna prędkość,"breakneck speed, dizzying speed",Samochód przejechał obok nas z <b>zawrotną prędkością</b>.,The car drove past us at <b>breakneck speed</b>.,
6162,dynamiczny,ADJ,dynamiczny,dynamiczny,"dynamic, energetic",Nowy pracownik jest bardzo <b>dynamiczny</b> i pracowity.,The new employee is very <b>dynamic</b> and hardworking.,
6163,szybki,ADJ,szybki,szybki,"fast, quick, rapid",Potrzebujemy <b>szybkiej</b> odpowiedzi na nasze pytanie.,We need a <b>quick</b> answer to our question.,
6164,lecieć,VERB,lecieć,lecieć,"to fly, to rush",Ptaki <b>lecą</b> na południe na zimę.,Birds <b>fly</b> south for the winter.,
6165,nabierać prędkości,PHRASE,nabierać prędkości,nabierać prędkości,"to gain speed, to accelerate",Pociąg powoli zaczął <b>nabierać prędkości</b>.,The train slowly began to <b>gain speed</b>.,
6166,iść,VERB,iść,iść,"to walk, to go",Czy chcesz <b>iść</b> do kina dziś wieczorem?,Do you want to <b>go</b> to the cinema tonight?,
6167,pośpiech,NOUN,pośpiech,pośpiech,"haste, hurry, rush",Wielki <b>pośpiech</b> jest często przyczyną błędów.,Great <b>haste</b> is often the cause of mistakes.,
6168,idź dalej,PHRASE,idź dalej,idź dalej,"keep walking, go on","Nie zatrzymuj się, po prostu <b>idź dalej</b>.","Don't stop, just <b>keep walking</b>.",
6169,wychylać się,VERB,wychylać się,wychylać się,"to lean out, to poke out",Proszę nie <b>wychylać się</b> przez okno pociągu.,Please do not <b>lean out</b> of the train window.,
6170,przechylać się,VERB,przechylać się,przechylać się,"to lean over, to tilt, to tip",Statek zaczął mocno <b>przechylać się</b> na prawą burtę.,The ship began to <b>tilt</b> heavily to the starboard side.,
6171,błyskawicznie,ADV,błyskawicznie,błyskawicznie,"instantly, lightning fast, very quickly",Straż pożarna zareagowała <b>błyskawicznie</b> na zgłoszenie.,The fire department responded <b>instantly</b> to the call.,
6172,tracić prędkość,PHRASE,tracić prędkość,tracić prędkość,"to lose speed, to decelerate",Samolot zaczął <b>tracić prędkość</b> przed lądowaniem.,The plane started to <b>lose speed</b> before landing.,
6173,niska prędkość,PHRASE,niska prędkość,niska prędkość,low speed,Samochód poruszał się z bardzo <b>niską prędkością</b>.,The car was moving at a very <b>low speed</b>.,
6174,manewr,NOUN,manewr,manewr,"maneuver, tactic",Ten <b>manewr</b> wyprzedzania był bardzo ryzykowny.,That overtaking <b>maneuver</b> was very risky.,
6175,maszerować,VERB,maszerować,maszerować,to march,Żołnierze musieli <b>maszerować</b> przez wiele kilometrów.,The soldiers had to <b>march</b> for many kilometers.,
6176,w bezruchu,PHRASE,w bezruchu,w bezruchu,"motionless, still","Stał <b>w bezruchu</b>, obserwując zwierzę.","He stood <b>motionless</b>, watching the animal.",
6177,przesuwać się,VERB,przesuwać się,przesuwać się,"to move, to shift, to glide",Chmury powoli <b>przesuwają się</b> po niebie.,Clouds are slowly <b>moving</b> across the sky.,
6178,szybko,ADV,szybko,szybko,"quickly, fast","Musimy działać <b>szybko</b>, aby zdążyć na czas.",We must act <b>quickly</b> to be on time.,
6179,jazda,NOUN,jazda,jazda,"ride, drive",Ta <b>jazda</b> przez góry była niesamowita.,That <b>ride</b> through the mountains was amazing.,
6180,przesuwać,VERB,przesuwać,przesuwać,"to shift, to move, to slide",Proszę nie <b>przesuwać</b> mebli po podłodze.,Please do not <b>shift</b> the furniture across the floor.,
6181,powoli,ADV,powoli,powoli,slowly,Starzec <b>powoli</b> podniósł się z krzesła.,The old man <b>slowly</b> got up from the chair.,
6182,zwolnić,VERB,zwolnić,zwolnić,"to slow down, to decelerate",Kierowca musiał <b>zwolnić</b> przed przejściem dla pieszych.,The driver had to <b>slow down</b> before the pedestrian crossing.,
6183,zwolnić,VERB,zwolnić,zwolnić,"to fire, to dismiss, to release",Firma musiała <b>zwolnić</b> kilku pracowników z powodu kryzysu.,The company had to <b>fire</b> several employees due to the crisis.,
6184,krok,NOUN,krok,krok,"step, pace",Zrobił jeden <b>krok</b> w moją stronę i się zatrzymał.,He took one <b>step</b> toward me and stopped.,
6185,mknąć,VERB,mknąć,mknąć,"to streak, to rush, to speed",Samochody <b>mkną</b> po autostradzie z dużą prędkością.,Cars <b>streak</b> along the highway at high speed.,
6186,otoczyć,VERB,otoczyć,otoczyć,"to surround, to encircle",Policja zdołała <b>otoczyć</b> cały budynek.,The police managed to <b>surround</b> the entire building.,
6187,skręcić,VERB,skręcić,skręcić,to turn,Na następnym skrzyżowaniu musisz <b>skręcić</b> w lewo.,"At the next intersection, you must <b>turn</b> left.",
6188,skręcić,VERB,skręcić,skręcić,"to twist, to sprain","Boję się, że mogłem <b>skręcić</b> kostkę na tym szlaku.",I'm afraid I might have <b>twisted</b> my ankle on this trail.,
6189,bez ruchu,PHRASE,bez ruchu,bez ruchu,"motionless, still","Leżał tam <b>bez ruchu</b>, udając, że śpi.","He lay there <b>motionless</b>, pretending to sleep.",
6190,przemknąć,VERB,przemknąć,przemknąć,"to rush by, to flash past","<b>Przemknęła</b> obok mnie, nawet mnie nie zauważając.",She <b>rushed by</b> me without even noticing me.,
6191,z powrotem,PHRASE,z powrotem,z powrotem,"back, return","Pobiegli <b>z powrotem</b> do domu, gdy zaczęło padać.",They ran <b>back</b> home when it started to rain.,
6192,odejść,VERB,odejść,odejść,"to walk away, to leave","<b>Odszedł</b> powoli, nie oglądając się za siebie.",He <b>walked away</b> slowly without looking back.,
6193,iść,VERB,iść,iść,"to walk, to go",<b>Szliśmy</b> wiele mil przez gęsty las.,We <b>walked</b> for many miles through the thick forest.,
6194,ruszyć dalej,PHRASE,ruszyć dalej,ruszyć dalej,"to move on, to go on",Kapelan pokręcił głową i <b>ruszył dalej</b>.,The priest shook his head and <b>went on</b>.,
